Age,Plant,Image,Object,Area ,Species,Sample
30,1,1,1,1.607,5,1
30,1,2,1,0.723,2,2
30,1,2,4,0.606,2,2
30,1,2,2,0.862,3,2
30,1,2,3,0.84,3,2
30,1,3,2,0.392,1,3
30,1,3,1,0.995,3,3
30,1,4,1,0.899,3,4
30,1,5,1,2.33,7,5
30,2,1,2,1.658,5,6
30,2,1,1,2.954,9,6
30,2,1,3,2.984,9,6
30,2,1,4,3.557,11,6
30,2,2,4,2.11,6,7
30,2,2,10,1.899,6,7
30,2,2,9,2.2,7,7
30,2,2,8,3.074,9,7
30,2,2,2,4.159,12,7
30,2,2,3,4.34,13,7
30,2,2,5,4.702,14,7
30,2,2,7,4.672,14,7
30,2,2,1,5.908,18,7
30,2,2,6,8.5,25,7
30,2,3,2,0.292,1,8
30,2,3,1,0.521,2,8
30,2,4,2,3.587,11,9
30,2,4,1,6.812,20,9
30,2,5,2,1.447,4,10
30,2,5,1,2.291,7,10
30,4,1,1,0.934,3,16
30,4,1,2,1.025,3,16
30,4,1,3,0.904,3,16
30,4,1,6,0.965,3,16
30,4,1,8,1.477,5,16
30,4,1,4,1.959,6,16
30,4,1,7,1.959,6,16
30,4,1,5,2.411,7,16
30,4,2,2,1.808,6,17
30,4,2,1,2.894,9,17
30,4,3,1,1.145,4,18
30,4,3,2,3.376,10,18
30,5,1,1,2.381,7,21
30,5,4,2,1.052,3,24
30,5,4,10,1.088,3,24
30,5,4,1,1.278,4,24
30,5,4,4,1.344,4,24
30,5,4,5,1.571,5,24
30,5,4,12,1.461,5,24
30,5,4,3,1.994,6,24
30,5,4,7,1.936,6,24
30,5,4,11,1.936,6,24
30,5,4,6,2.338,7,24
30,5,4,8,2.469,7,24
30,5,4,9,2.703,8,24
30,5,4,13,3.192,10,24
30,5,5,1,0.76,2,25
30,5,5,2,2.367,7,25
30,6,3,1,3.436,10,28
30,6,4,1,0.995,3,29
30,6,4,2,1.839,6,29
30,6,4,3,1.839,6,29
30,6,5,1,0.512,2,30
30,6,5,2,0.512,2,30
30,6,5,3,0.603,2,30
30,7,4,2,1.337,4,34
30,7,4,1,1.629,5,34
30,7,5,1,1.607,5,35
30,8,2,1,1.286,4,37
30,8,3,1,1.096,3,38
30,8,4,1,0.796,3,39
30,9,3,1,4.461,13,43
30,9,3,2,7.595,22,43
30,10,3,2,2.14,7,48
30,10,3,1,2.984,9,48
30,10,4,2,0.633,2,49
30,10,4,3,1.266,4,49
30,10,4,1,1.628,5,49
30,10,5,1,1.326,4,50
41,1,2,1,1.778,5,52
41,1,5,3,0.633,2,55
41,1,5,4,0.754,2,55
41,1,5,6,0.844,3,55
41,1,5,2,1.567,5,55
41,1,5,5,1.597,5,55
41,1,5,1,5.214,15,55
41,3,2,3,1.863,6,62
41,3,2,1,2.761,8,62
41,3,2,2,2.586,8,62
41,3,4,3,1.088,3,64
41,3,4,2,1.87,6,64
41,3,4,1,2.973,9,64
41,3,5,10,0.577,2,65
41,3,5,7,1.001,3,65
41,3,5,24,0.942,3,65
41,3,5,16,1.702,5,65
41,3,5,47,1.622,5,65
41,3,5,1,1.965,6,65
41,3,5,44,1.87,6,65
41,3,5,45,2.104,6,65
41,3,5,4,2.257,7,65
41,3,5,11,2.44,7,65
41,3,5,50,2.213,7,65
41,3,5,18,2.549,8,65
41,3,5,28,2.644,8,65
41,3,5,55,2.601,8,65
41,3,5,57,2.644,8,65
41,3,5,2,2.9,9,65
41,3,5,8,3.01,9,65
41,3,5,33,2.98,9,65
41,3,5,39,2.9,9,65
41,3,5,56,2.864,9,65
41,3,5,14,3.214,10,65
41,3,5,26,3.499,10,65
41,3,5,29,3.455,10,65
41,3,5,40,3.433,10,65
41,3,5,5,3.733,11,65
41,3,5,6,3.689,11,65
41,3,5,17,3.806,11,65
41,3,5,23,3.674,11,65
41,3,5,52,3.769,11,65
41,3,5,20,3.974,12,65
41,3,5,21,3.923,12,65
41,3,5,27,4.179,12,65
41,3,5,35,3.864,12,65
41,3,5,42,3.952,12,65
41,3,5,3,4.259,13,65
41,3,5,12,4.244,13,65
41,3,5,13,4.303,13,65
41,3,5,22,4.42,13,65
41,3,5,25,4.222,13,65
41,3,5,53,4.522,13,65
41,3,5,51,4.741,14,65
41,3,5,30,4.938,15,65
41,3,5,48,5.019,15,65
41,3,5,37,5.508,16,65
41,3,5,38,5.501,16,65
41,3,5,49,5.369,16,65
41,3,5,15,5.691,17,65
41,3,5,19,5.581,17,65
41,3,5,34,5.735,17,65
41,3,5,32,6.655,20,65
41,3,5,36,6.808,20,65
41,3,5,46,6.947,21,65
41,3,5,31,7.546,22,65
41,3,5,41,7.334,22,65
41,3,5,9,7.904,23,65
41,3,5,54,8.233,24,65
41,3,5,43,9.131,27,65
41,4,1,1,0.844,3,66
41,4,1,2,0.874,3,66
41,4,1,3,0.995,3,66
41,4,1,6,0.874,3,66
41,4,1,4,1.929,6,66
41,4,1,5,1.869,6,66
41,4,5,1,0.392,1,70
41,4,5,4,0.422,1,70
41,4,5,3,0.573,2,70
41,4,5,6,0.512,2,70
41,4,5,10,0.663,2,70
41,4,5,2,0.995,3,70
41,4,5,5,0.934,3,70
41,4,5,8,0.814,3,70
41,4,5,9,1.085,3,70
41,4,5,7,1.296,4,70
41,5,1,1,1.507,5,71
41,5,1,2,2.502,8,71
41,5,2,1,1.507,5,72
41,5,3,1,0.965,3,73
41,5,3,2,1.145,4,73
41,5,4,1,0.754,2,74
41,5,5,3,0.784,3,75
41,5,5,4,0.904,3,75
41,5,5,1,1.206,4,75
41,5,5,2,1.778,5,75
41,5,5,5,2.743,8,75
41,6,2,1,1.175,4,77
41,6,3,1,1.236,4,78
41,6,4,1,1.417,4,79
41,6,5,2,1.296,4,80
41,6,5,1,9.645,28,80
41,7,3,1,2.907,9,83
41,7,3,2,5.654,17,83
41,7,5,2,0.19,1,85
41,7,5,3,0.3,1,85
41,7,5,4,0.19,1,85
41,7,5,1,0.548,2,85
41,8,2,2,1.356,4,87
41,8,2,1,1.658,5,87
41,8,2,3,4.22,13,87
41,8,3,2,0.663,2,88
41,8,3,1,0.904,3,88
41,8,3,4,0.784,3,88
41,8,3,5,0.784,3,88
41,8,3,7,0.874,3,88
41,8,3,3,1.567,5,88
41,8,3,6,1.989,6,88
41,8,4,1,0.814,3,89
41,8,4,2,1.386,4,89
41,8,5,6,0.663,2,90
41,8,5,7,0.784,3,90
41,8,5,8,1.055,3,90
41,8,5,1,1.115,4,90
41,8,5,2,1.296,4,90
41,8,5,3,1.115,4,90
41,8,5,4,1.658,5,90
41,8,5,5,1.808,6,90
41,9,2,3,0.416,1,92
41,9,2,1,0.592,2,92
41,9,2,2,1.687,5,92
41,9,2,4,1.527,5,92
41,9,3,1,0.541,2,93
41,9,3,2,0.57,2,93
41,10,1,1,0.329,1,96
41,10,1,2,0.314,1,96
41,10,2,1,0.606,2,97
41,10,2,2,0.628,2,97
41,10,2,3,1.286,4,97
41,10,3,2,0.869,3,98
41,10,3,1,1.877,6,98
41,10,3,3,2.929,9,98
41,10,3,4,3.696,11,98
41,10,4,2,0.46,2,99
41,10,4,1,0.847,3,99
41,10,5,2,0.358,1,100
41,10,5,3,0.694,2,100
41,10,5,5,0.541,2,100
41,10,5,4,1.03,3,100
41,10,5,1,2.045,6,100
48,1,1,1,3.918,12,101
48,1,2,1,0.934,3,102
48,1,3,1,3.888,12,103
48,1,5,1,9.585,28,105
48,2,2,1,2.472,7,107
48,2,3,1,2.05,6,108
48,2,4,1,2.743,8,109
48,2,5,2,2.592,8,110
48,2,5,1,3.496,10,110
48,3,1,3,7.89,23,111
48,3,1,1,8.54,25,111
48,3,1,2,8.963,26,111
48,3,4,1,0.541,2,114
48,4,1,1,18.898,55,116
48,4,2,2,1.356,4,117
48,4,2,1,1.929,6,117
48,4,3,1,2.562,8,118
48,4,4,2,1.025,3,119
48,4,4,4,2.833,9,119
48,4,4,1,3.315,10,119
48,4,4,3,5.666,17,119
48,5,1,1,0.614,2,121
48,5,1,2,0.811,3,121
48,5,2,1,0.716,2,122
48,5,2,4,0.577,2,122
48,5,2,5,0.628,2,122
48,5,2,2,0.899,3,122
48,5,2,3,1.088,3,122
48,5,2,6,0.986,3,122
48,5,3,2,1.162,4,123
48,5,3,1,3.506,10,123
48,5,4,1,1.936,6,124
48,5,5,1,7.524,22,125
48,6,1,2,0.784,3,126
48,6,1,1,1.206,4,126
48,6,1,3,1.447,4,126
48,6,2,2,4.823,14,127
48,6,2,1,6.812,20,127
48,6,3,1,6.209,18,128
48,6,3,2,8.319,25,128
48,6,4,4,1.356,4,129
48,6,4,3,1.507,5,129
48,6,4,1,1.808,6,129
48,6,4,2,3.165,9,129
48,6,5,1,3.165,9,130
48,7,5,1,0.314,1,135
48,7,5,2,0.738,2,135
48,7,5,3,0.738,2,135
48,8,3,1,0.241,1,138
48,8,4,1,0.562,2,139
48,9,1,1,0.694,2,141
48,9,1,2,0.614,2,141
48,9,1,3,1.782,5,141
48,9,2,2,0.533,2,142
48,9,2,1,1.658,5,142
48,9,4,1,0.453,2,144
48,10,2,1,0.628,2,147
48,10,2,2,0.431,2,147
48,10,3,1,0.577,2,148
48,10,5,2,2.506,8,150
48,10,5,1,3.039,9,150
58,1,1,2,0.248,1,151
58,1,1,3,0.511,2,151
58,1,1,4,0.672,2,151
58,1,1,1,2.776,8,151
58,1,2,1,5.567,17,152
58,1,2,3,5.829,17,152
58,1,2,2,7.722,23,152
58,1,3,2,0.307,1,153
58,1,3,3,0.402,1,153
58,1,3,1,0.76,2,153
58,1,3,4,0.65,2,153
58,1,4,1,0.394,1,154
58,1,4,4,0.088,1,154
58,1,4,5,0.226,1,154
58,1,4,6,0.153,1,154
58,1,4,7,0.373,1,154
58,1,4,2,0.468,2,154
58,1,4,3,0.599,2,154
58,2,1,2,0.603,2,155
58,2,1,1,1.356,4,155
58,2,4,1,6.39,19,158
58,2,5,1,3.617,11,159
58,3,2,1,0.687,2,161
58,3,2,2,2.418,7,161
58,3,3,1,0.731,2,162
58,3,3,2,0.446,2,162
58,3,5,2,1.191,4,164
58,3,5,1,2.615,8,164
58,4,1,1,5.365,16,165
58,4,5,2,2.562,8,169
58,4,5,3,2.924,9,169
58,4,5,5,5.549,16,169
58,4,5,7,7.354,22,169
58,4,5,6,7.716,23,169
58,4,5,4,8.108,24,169
58,4,5,1,9.796,29,169
58,5,1,1,13.202,39,170
58,5,2,1,2.472,7,171
58,5,2,9,3.165,9,171
58,5,2,7,3.406,10,171
58,5,2,3,3.798,11,171
58,5,2,8,3.587,11,171
58,5,2,11,3.617,11,171
58,5,2,4,3.979,12,171
58,5,2,15,3.858,12,171
58,5,2,2,4.491,13,171
58,5,2,10,4.25,13,171
58,5,2,12,4.34,13,171
58,5,2,14,4.401,13,171
58,5,2,13,4.732,14,171
58,5,2,5,5.003,15,171
58,5,2,6,4.973,15,171
58,5,5,4,1.417,4,174
58,5,5,5,2.05,6,174
58,5,5,6,1.959,6,174
58,5,5,3,2.321,7,174
58,5,5,2,2.622,8,174
58,5,5,7,3.496,10,174
58,5,5,1,4.883,15,174
58,6,1,2,2.05,6,175
58,6,1,1,3.496,10,175
58,6,2,1,1.718,5,176
58,6,2,4,1.658,5,176
58,6,2,2,2.803,8,176
58,6,2,3,2.652,8,176
58,6,3,5,3.315,10,177
58,6,3,2,4.25,13,177
58,6,3,8,4.25,13,177
58,6,3,1,4.732,14,177
58,6,3,6,4.702,14,177
58,6,3,7,5.666,17,177
58,6,3,4,5.998,18,177
58,6,3,3,7.264,21,177
58,6,5,2,1.447,4,179
58,6,5,1,2.411,7,179
58,6,5,3,3.858,12,179
58,6,5,4,5.998,18,179
58,7,1,1,1.059,3,180
58,7,2,1,1.636,5,181
58,7,2,2,2.213,7,181
58,7,5,2,0.84,3,184
58,7,5,1,1.242,4,184
58,8,2,2,0.351,1,186
58,8,2,1,0.679,2,186
58,8,2,3,1.037,3,186
58,8,2,4,5.64,17,186
58,8,3,2,0.373,1,187
58,8,3,3,0.146,1,187
58,8,3,4,0.343,1,187
58,8,3,1,1.848,6,187
58,8,4,1,0.256,1,188
58,8,4,2,10.468,31,188
58,8,5,1,5.829,17,189
58,8,5,2,12.207,36,189
58,8,5,3,12.733,37,189
58,9,1,2,3.195,10,190
58,9,1,3,7.806,23,190
58,9,1,1,12.629,37,190
58,9,2,5,1.989,6,191
58,9,2,4,2.291,7,191
58,9,2,3,2.863,9,191
58,9,2,6,3.436,10,191
58,9,2,8,3.406,10,191
58,9,2,7,3.858,12,191
58,9,2,2,4.31,13,191
58,9,2,1,5.214,15,191
58,9,3,26,1.266,4,192
58,9,3,132,1.417,4,192
58,9,3,134,1.175,4,192
58,9,3,13,1.537,5,192
58,9,3,32,1.477,5,192
58,9,3,35,1.778,5,192
58,9,3,46,1.718,5,192
58,9,3,49,1.658,5,192
58,9,3,102,1.567,5,192
58,9,3,121,1.688,5,192
58,9,3,124,1.628,5,192
58,9,3,126,1.567,5,192
58,9,3,2,2.08,6,192
58,9,3,9,1.929,6,192
58,9,3,10,2.08,6,192
58,9,3,28,1.989,6,192
58,9,3,33,2.019,6,192
58,9,3,37,1.869,6,192
58,9,3,39,1.959,6,192
58,9,3,65,2.11,6,192
58,9,3,73,1.839,6,192
58,9,3,74,1.929,6,192
58,9,3,84,1.899,6,192
58,9,3,109,2.11,6,192
58,9,3,131,1.989,6,192
58,9,3,7,2.441,7,192
58,9,3,15,2.14,7,192
58,9,3,21,2.351,7,192
58,9,3,27,2.321,7,192
58,9,3,29,2.14,7,192
58,9,3,31,2.23,7,192
58,9,3,42,2.351,7,192
58,9,3,44,2.321,7,192
58,9,3,61,2.411,7,192
58,9,3,76,2.23,7,192
58,9,3,89,2.321,7,192
58,9,3,97,2.17,7,192
58,9,3,103,2.23,7,192
58,9,3,113,2.411,7,192
58,9,3,122,2.351,7,192
58,9,3,146,2.321,7,192
58,9,3,16,2.532,8,192
58,9,3,22,2.803,8,192
58,9,3,24,2.652,8,192
58,9,3,25,2.743,8,192
58,9,3,30,2.592,8,192
58,9,3,43,2.773,8,192
58,9,3,51,2.592,8,192
58,9,3,53,2.532,8,192
58,9,3,59,2.652,8,192
58,9,3,60,2.622,8,192
58,9,3,64,2.502,8,192
58,9,3,68,2.803,8,192
58,9,3,69,2.652,8,192
58,9,3,75,2.743,8,192
58,9,3,80,2.773,8,192
58,9,3,91,2.652,8,192
58,9,3,106,2.773,8,192
58,9,3,114,2.773,8,192
58,9,3,118,2.532,8,192
58,9,3,137,2.713,8,192
58,9,3,140,2.532,8,192
58,9,3,149,2.683,8,192
58,9,3,1,2.863,9,192
58,9,3,3,3.105,9,192
58,9,3,11,2.924,9,192
58,9,3,17,2.984,9,192
58,9,3,18,2.833,9,192
58,9,3,20,2.833,9,192
58,9,3,34,3.135,9,192
58,9,3,36,2.863,9,192
58,9,3,45,2.833,9,192
58,9,3,48,3.165,9,192
58,9,3,50,2.833,9,192
58,9,3,52,2.894,9,192
58,9,3,62,2.863,9,192
58,9,3,66,3.135,9,192
58,9,3,78,2.863,9,192
58,9,3,83,2.833,9,192
58,9,3,98,3.105,9,192
58,9,3,101,2.954,9,192
58,9,3,105,2.924,9,192
58,9,3,135,3.014,9,192
58,9,3,136,2.984,9,192
58,9,3,144,2.863,9,192
58,9,3,6,3.436,10,192
58,9,3,55,3.195,10,192
58,9,3,57,3.195,10,192
58,9,3,81,3.346,10,192
58,9,3,85,3.285,10,192
58,9,3,94,3.195,10,192
58,9,3,99,3.466,10,192
58,9,3,100,3.406,10,192
58,9,3,108,3.406,10,192
58,9,3,117,3.255,10,192
58,9,3,120,3.496,10,192
58,9,3,130,3.376,10,192
58,9,3,139,3.406,10,192
58,9,3,141,3.436,10,192
58,9,3,145,3.376,10,192
58,9,3,4,3.828,11,192
58,9,3,12,3.707,11,192
58,9,3,19,3.647,11,192
58,9,3,41,3.707,11,192
58,9,3,58,3.587,11,192
58,9,3,70,3.798,11,192
58,9,3,72,3.677,11,192
58,9,3,88,3.737,11,192
58,9,3,90,3.647,11,192
58,9,3,93,3.587,11,192
58,9,3,95,3.707,11,192
58,9,3,104,3.768,11,192
58,9,3,111,3.798,11,192
58,9,3,112,3.677,11,192
58,9,3,125,3.828,11,192
58,9,3,128,3.526,11,192
58,9,3,129,3.828,11,192
58,9,3,143,3.617,11,192
58,9,3,5,3.979,12,192
58,9,3,14,4.129,12,192
58,9,3,40,3.858,12,192
58,9,3,54,4.159,12,192
58,9,3,56,4.19,12,192
58,9,3,77,3.948,12,192
58,9,3,79,4.159,12,192
58,9,3,82,4.19,12,192
58,9,3,86,4.069,12,192
58,9,3,87,3.888,12,192
58,9,3,92,4.009,12,192
58,9,3,107,4.099,12,192
58,9,3,115,3.948,12,192
58,9,3,127,3.918,12,192
58,9,3,133,4.039,12,192
58,9,3,138,3.888,12,192
58,9,3,148,4.039,12,192
58,9,3,47,4.461,13,192
58,9,3,63,4.401,13,192
58,9,3,67,4.491,13,192
58,9,3,71,4.25,13,192
58,9,3,96,4.491,13,192
58,9,3,110,4.28,13,192
58,9,3,116,4.31,13,192
58,9,3,123,4.431,13,192
58,9,3,23,4.672,14,192
58,9,3,38,4.672,14,192
58,9,3,8,5.154,15,192
58,9,3,119,5.636,17,192
58,9,3,142,7.113,21,192
58,9,3,147,7.143,21,192
58,9,4,1,0.394,1,193
58,9,4,2,0.27,1,193
58,9,4,3,0.468,2,193
58,10,1,2,1.055,3,195
58,10,1,3,0.874,3,195
58,10,1,4,4.461,13,195
58,10,1,1,7.716,23,195
58,10,2,2,3.768,11,196
58,10,2,4,4.039,12,196
58,10,2,6,4.129,12,196
58,10,2,5,4.34,13,196
58,10,2,3,4.853,14,196
58,10,2,1,5.034,15,196
58,10,3,3,2.863,9,197
58,10,3,2,3.346,10,197
58,10,3,1,4.491,13,197
58,10,4,2,0.723,2,198
58,10,4,1,1.899,6,198
58,10,5,1,1.115,4,199
62,1,1,3,0.723,2,200
62,1,1,1,0.825,3,200
62,1,1,2,0.877,3,200
62,1,2,1,1.753,5,201
62,1,2,2,7.502,22,201
62,1,3,1,1.381,4,202
62,1,4,1,0.519,2,203
62,1,5,1,0.592,2,204
62,1,5,2,0.614,2,204
62,2,1,1,1.025,3,205
62,2,1,2,1.386,4,205
62,2,2,3,1.145,4,206
62,2,2,2,1.658,5,206
62,2,2,1,2.321,7,206
62,2,3,4,0.934,3,207
62,2,3,1,1.718,5,207
62,2,3,2,2.17,7,207
62,2,3,5,2.14,7,207
62,2,3,3,4.702,14,207
62,2,5,3,0.814,3,209
62,2,5,4,1.025,3,209
62,2,5,6,1.206,4,209
62,2,5,1,1.477,5,209
62,2,5,2,1.929,6,209
62,2,5,5,3.948,12,209
62,3,1,1,5.055,15,210
62,3,2,1,2.345,7,211
62,3,2,2,3.156,9,211
62,3,5,47,1.388,4,214
62,3,5,33,2.374,7,214
62,3,5,44,2.739,8,214
62,3,5,14,2.878,9,214
62,3,5,24,2.922,9,214
62,3,5,25,3.426,10,214
62,3,5,36,3.426,10,214
62,3,5,9,3.623,11,214
62,3,5,11,3.623,11,214
62,3,5,15,3.674,11,214
62,3,5,10,4.113,12,214
62,3,5,12,4.157,12,214
62,3,5,13,4.025,12,214
62,3,5,16,3.872,12,214
62,3,5,17,3.967,12,214
62,3,5,22,3.864,12,214
62,3,5,6,4.529,13,214
62,3,5,28,4.332,13,214
62,3,5,4,4.756,14,214
62,3,5,20,4.843,14,214
62,3,5,26,4.734,14,214
62,3,5,27,4.858,14,214
62,3,5,29,4.675,14,214
62,3,5,38,4.573,14,214
62,3,5,2,4.887,15,214
62,3,5,8,5.004,15,214
62,3,5,30,4.894,15,214
62,3,5,37,5.136,15,214
62,3,5,32,5.53,16,214
62,3,5,41,5.398,16,214
62,3,5,7,5.581,17,214
62,3,5,18,5.596,17,214
62,3,5,23,5.61,17,214
62,3,5,34,5.866,17,214
62,3,5,35,5.618,17,214
62,3,5,45,5.8,17,214
62,3,5,46,5.698,17,214
62,3,5,5,6.144,18,214
62,3,5,21,5.917,18,214
62,3,5,42,6.136,18,214
62,3,5,39,6.312,19,214
62,3,5,40,6.326,19,214
62,3,5,3,6.604,20,214
62,3,5,19,7.283,22,214
62,3,5,1,7.802,23,214
62,3,5,43,8.226,24,214
62,3,5,31,8.708,26,214
62,4,1,1,1.085,3,215
62,4,1,3,0.844,3,215
62,4,1,2,5.847,17,215
62,4,2,2,0.934,3,216
62,4,2,1,1.115,4,216
62,4,2,10,1.628,5,216
62,4,2,3,1.899,6,216
62,4,2,4,4.129,12,216
62,4,2,6,7.385,22,216
62,4,2,5,7.897,23,216
62,4,2,8,8.078,24,216
62,4,2,11,8.138,24,216
62,4,2,9,10.971,32,216
62,4,2,7,11.514,34,216
62,4,3,3,1.417,4,217
62,4,3,1,1.778,5,217
62,4,3,5,1.507,5,217
62,4,3,4,2.592,8,217
62,4,3,6,4.853,14,217
62,4,3,2,5.034,15,217
62,4,4,6,1.778,5,218
62,4,4,7,1.748,5,218
62,4,4,3,2.441,7,218
62,4,4,2,3.315,10,218
62,4,4,1,4.129,12,218
62,4,4,8,4.25,13,218
62,4,4,4,5.425,16,218
62,4,4,10,5.546,16,218
62,4,4,14,5.757,17,218
62,4,4,5,7.083,21,218
62,4,4,15,8.168,24,218
62,4,4,9,8.741,26,218
62,4,4,11,9.223,27,218
62,4,4,16,9.103,27,218
62,4,4,12,10.851,32,218
62,4,4,13,11.634,34,218
62,4,5,3,2.924,9,219
62,4,5,9,3.195,10,219
62,4,5,2,3.948,12,219
62,4,5,6,4.762,14,219
62,4,5,7,5.034,15,219
62,4,5,8,6.028,18,219
62,4,5,10,6.028,18,219
62,4,5,1,6.902,20,219
62,4,5,5,6.721,20,219
62,4,5,4,7.023,21,219
62,4,5,11,9.103,27,219
62,5,1,1,3.677,11,220
62,5,2,1,2.381,7,221
62,5,5,1,2.863,9,224
62,6,2,1,1.326,4,226
62,6,3,2,1.356,4,227
62,6,3,1,6.51,19,227
62,6,3,3,7.113,21,227
62,6,4,5,2.502,8,228
62,6,4,2,4.19,12,228
62,6,4,1,4.973,15,228
62,6,4,4,5.486,16,228
62,6,4,3,7.927,23,228
62,7,5,14,1.337,4,234
62,7,5,23,1.454,4,234
62,7,5,17,1.936,6,234
62,7,5,25,2.111,6,234
62,7,5,6,2.177,7,234
62,7,5,11,2.257,7,234
62,7,5,26,2.374,7,234
62,7,5,5,2.52,8,234
62,7,5,7,2.644,8,234
62,7,5,15,2.732,8,234
62,7,5,2,3.127,9,234
62,7,5,18,2.834,9,234
62,7,5,8,3.492,10,234
62,7,5,9,3.338,10,234
62,7,5,16,3.265,10,234
62,7,5,22,3.251,10,234
62,7,5,10,3.806,11,234
62,7,5,24,3.565,11,234
62,7,5,4,4.193,12,234
62,7,5,21,4.04,12,234
62,7,5,3,4.573,14,234
62,7,5,27,4.77,14,234
62,7,5,1,5.048,15,234
62,7,5,12,5.216,15,234
62,7,5,13,4.938,15,234
62,7,5,19,5.048,15,234
62,7,5,20,5.567,17,234
62,8,2,1,1.622,5,236
62,9,1,1,1.507,5,240
62,9,1,4,1.567,5,240
62,9,1,2,2.05,6,240
62,9,1,3,2.502,8,240
62,9,2,2,2.562,8,241
62,9,2,5,2.502,8,241
62,9,2,19,2.532,8,241
62,9,2,3,3.346,10,241
62,9,2,4,3.798,11,241
62,9,2,9,3.798,11,241
